,No-show
50294,0
76356,0
32195,0
34284,0
34398,1
39525,0
4264,0
45587,0
106704,0
18,0
82553,0
7289,0
35912,0
28027,1
10977,0
90645,0
55828,0
59438,0
101763,0
96381,0
46529,0
84784,1
21589,0
21771,0
35182,0
104918,0
43721,0
95277,0
35075,1
101443,0
36145,0
426,0
57152,0
50755,0
45898,1
1314,0
103270,1
23942,1
26984,0
36891,0
78111,0
72227,0
55605,0
60076,0
6925,1
87013,0
44924,0
32778,1
2131,0
33783,0
61627,0
101015,0
77766,0
25589,1
9432,0
103602,0
22056,0
65101,0
77668,0
56401,0
82085,0
37731,0
47080,0
10938,1
4832,0
15869,0
36580,0
85131,0
18068,0
49397,0
17290,0
91939,0
100414,0
107475,1
53475,0
80140,0
61747,1
58248,1
50564,1
51693,0
60928,1
93326,0
106727,0
43320,0
43249,0
3997,0
95053,1
20827,0
64404,0
43608,0
41017,1
109753,0
90343,0
90932,0
61191,0
35228,0
40009,0
64577,0
38719,1
74402,0
39399,1
55528,0
99256,0
34031,1
96317,0
55143,0
70094,0
21978,0
1982,0
80,0
71510,0
14296,0
55285,0
97447,0
50572,1
89841,0
52844,0
35775,0
14757,0
90612,0
16642,0
93725,0
98505,1
36844,0
71460,0
98360,1
36663,0
3725,1
63730,0
68720,0
3246,0
24345,1
12325,0
29792,0
38558,0
60098,0
75481,0
73436,0
99164,0
22760,0
43080,0
100504,0
392,0
15132,1
24190,0
13430,0
102800,0
66265,1
66226,0
62921,0
58753,0
70532,0
35036,0
79673,0
12101,1
4952,1
65956,1
32568,0
104161,0
11190,0
105631,0
30943,1
25891,1
34953,1
40729,0
38600,1
27763,0
32798,0
61683,1
62577,0
67492,1
93054,0
71376,0
32477,0
86503,0
74517,1
15673,0
107318,1
28777,1
77280,1
96016,1
70438,0
35970,0
64547,0
28851,1
91528,0
75023,0
105912,0
6746,0
78530,0
24999,0
59369,0
520,0
37056,0
48992,1
9961,0
89776,0
14688,0
12246,1
36241,0
85898,0
53668,0
10357,1
13251,1
65575,0
98143,0
77423,0
3686,0
34358,0
30101,1
64825,0
60637,0
73316,0
35998,0
7512,1
74242,1
80607,1
91737,0
96788,0
78962,1
11987,1
5051,0
63014,0
81320,0
11168,0
78352,0
68264,0
108789,1
7567,1
68353,1
5109,0
14527,0
85403,0
11700,0
34335,0
35637,1
14751,0
70727,0
100843,0
109235,1
44576,1
27031,0
92195,0
81797,0
64930,1
50873,0
103081,0
109434,0
20207,0
34328,0
30542,0
45753,0
45827,0
79113,1
59494,1
82866,1
57601,0
67711,0
21805,0
43616,0
5559,0
48147,0
95915,0
98548,0
72924,1
105466,0
17782,0
103681,0
66202,0
97373,0
26286,0
59640,0
68710,0
50474,0
27725,0
47872,0
82227,0
62699,0
55712,0
7212,0
86825,0
91174,0
85632,0
65122,1
102649,0
41448,0
4406,0
54629,1
33358,1
27223,0
94384,0
39636,1
10261,0
85514,0
37435,0
34637,0
107483,0
50346,0
87213,0
63199,0
40114,0
58721,0
74135,0
96849,0
32438,0
43364,0
97350,0
38434,0
18467,0
78142,0
43267,0
106716,1
57331,0
15,0
88448,0
51405,0
17281,0
94259,0
48765,0
30986,0
32507,1
35238,1
4116,0
38116,0
48779,1
49861,0
10944,0
83594,1
23915,0
17446,0
5208,0
58814,0
25123,0
26495,0
71123,0
35107,0
70283,0
105936,0
81010,0
106016,0
19931,0
99013,0
8681,1
100384,1
27127,0
17784,0
26092,0
87718,0
21775,0
38762,0
15757,0
74868,0
65796,0
20822,0
18560,0
45188,0
63123,0
534,1
84966,0
90576,0
101475,0
100182,0
102244,0
81108,0
2675,0
17320,1
108826,0
96839,0
19078,0
89747,1
9272,0
46093,1
64727,0
57360,0
52605,0
66010,0
3911,0
17238,0
32322,0
6208,0
105401,1
55493,0
99225,0
107176,0
91213,1
78560,0
62538,1
73169,0
74348,0
18668,0
3657,0
82800,1
64589,0
69829,0
46193,0
1761,0
73550,0
21794,0
84356,1
102742,0
70482,1
63873,0
38921,0
21854,1
11932,0
76386,0
74198,0
79883,0
58381,1
106577,0
30701,0
16921,1
79393,1
20631,0
96596,1
101413,0
33993,0
33458,0
93057,0
53933,0
82305,0
52284,0
8425,0
31526,0
38812,0
35353,0
41818,0
8868,0
75823,0
55155,0
36823,0
55663,0
90476,0
66154,1
36164,1
85203,0
5951,0
75562,0
74458,0
27009,0
45557,0
44953,0
6485,0
23155,0
23888,0
55908,0
96358,0
1920,1
57949,1
70784,0
83817,0
38450,0
57404,0
106230,0
25198,0
100702,0
41246,1
67780,0
41894,1
40740,0
75566,0
25480,0
68606,0
61840,0
42611,0
78036,0
102947,0
16574,0
15447,0
85883,0
5609,0
60820,0
20909,0
64947,0
89307,0
42975,1
3102,1
20991,0
48534,0
24729,0
91613,1
94781,0
27805,0
19771,1
82481,1
2568,0
30138,0
37170,0
73540,0
60333,0
64532,0
43311,0
83701,0
51378,0
100172,0
75510,0
41310,1
30541,0
29163,1
94740,0
34540,0
41876,1
72143,0
69345,1
61237,0
81396,0
93592,0
76993,1
69167,1
64322,0
89490,0
41342,1
10932,1
104173,1
4276,1
61992,0
60093,0
53265,0
82484,1
75898,0
64936,0
14778,0
71228,1
59782,0
47431,0
78788,0
18607,0
66490,0
74568,1
15663,1
65225,0
59102,0
103075,0
15142,0
46416,0
17208,1
51949,0
7825,0
85548,0
82620,0
13505,0
72390,0
23929,1
55821,0
17564,0
60660,0
90396,0
8520,0
63481,0
54519,0
61175,0
79543,1
25553,0
109037,0
29466,0
16655,0
19826,0
103568,0
62680,0
28209,0
107281,0
14163,0
23195,1
32482,0
29485,0
6677,1
106434,0
7775,0
85234,1
101373,0
21876,0
77545,0
33346,0
48365,0
28989,0
38011,1
18149,0
96821,0
38947,1
51004,1
42793,1
21250,1
79450,0
5372,1
78037,1
3054,0
22296,0
66308,0
19229,0
85517,0
110216,0
7070,1
107245,0
79854,0
78212,0
91835,0
12329,1
100093,1
2351,0
2468,0
93851,0
58112,0
84681,1
37862,0
48111,0
105975,0
104427,1
66002,0
85904,0
81786,0
66975,0
62658,0
17230,1
100443,1
17183,0
86060,0
53059,0
81042,0
56808,0
12443,0
86936,0
89163,0
49629,0
7800,0
80535,0
61977,0
24717,0
19111,1
33232,0
63035,1
21694,0
6528,0
32972,0
80643,0
88166,0
78308,0
103760,0
105987,0
63357,0
85456,0
49484,1
65939,0
109831,1
63104,0
95123,0
51450,0
148,1
98539,0
34491,1
61583,0
46104,0
78285,0
56454,0
25142,0
83630,0
18302,0
9053,1
102566,1
61182,0
46377,0
78386,0
104316,0
3672,0
7418,0
2783,0
31825,0
13073,0
81806,0
79650,0
101734,0
39251,0
8565,0
74522,1
106828,1
5786,0
96925,0
60558,0
106825,0
97545,1
110052,0
7727,0
16247,0
99143,0
72870,1
22829,0
6612,1
96835,0
21369,1
16811,0
18595,0
44430,0
29784,1
93693,0
97877,0
9293,0
5854,1
44231,0
41376,0
61806,1
107528,1
9861,1
22715,0
8295,0
11800,0
28433,1
15784,0
79619,0
62924,0
37817,0
76648,1
83307,0
57668,0
59201,0
42786,0
76409,0
109724,0
63979,0
105554,0
86278,0
44515,0
88849,0
32181,0
38,0
5267,0
6804,0
19905,0
46534,0
17721,0
14989,0
61539,0
33306,0
29621,0
49014,0
43104,0
37825,0
4898,0
83247,1
85152,0
93270,0
15847,0
31819,0
29086,1
45532,0
84835,0
30999,0
8406,0
4284,0
79759,0
96485,0
20471,0
94812,0
103561,0
29357,1
83033,0
106013,0
67419,0
69819,0
47161,0
84601,0
4310,1
6694,0
85838,0
49977,0
95841,0
29435,0
45190,0
105613,0
93006,0
93974,0
98466,0
84270,0
65881,0
46254,1
78319,0
19300,0
68621,0
85294,0
23564,0
54383,0
90735,0
91848,0
102386,0
82709,0
35221,0
32196,1
19070,1
31545,1
18482,0
86394,1
72301,0
87056,0
45322,1
89154,0
95637,0
46349,1
36966,1
95444,0
8954,0
90312,0
85741,0
37630,0
105077,0
49458,0
22706,1
27819,0
70065,0
26069,0
13922,1
53100,1
63971,0
23714,0
50419,0
60581,0
46226,0
27183,0
93935,1
80107,0
27913,0
64230,0
65411,0
22348,0
28464,0
23557,0
42357,0
40789,0
1510,0
47877,0
81096,0
10743,0
99613,0
69952,1
95373,0
34750,0
109075,0
103185,1
75120,0
71176,0
56285,0
69305,0
94549,0
41266,0
91725,0
91641,1
80885,0
72951,0
83029,1
32391,0
52016,1
107320,0
73700,0
20897,1
22545,0
5069,0
6364,0
37532,1
96879,0
24439,0
3506,0
29367,1
5968,0
11411,0
974,0
83234,1
87126,0
74935,0
90310,0
68590,0
60644,0
46898,0
44348,0
37064,1
2813,0
74055,0
27571,0
730,0
35691,0
59777,1
92677,1
34505,0
106609,0
84795,0
11793,0
49882,0
30071,0
28543,0
94762,0
16633,0
49343,1
84745,0
44837,1
34203,1
3688,0
25988,0
51528,0
26707,0
1426,0
82448,1
96327,0
57017,0
97833,0
1981,0
39528,0
96279,0
62833,0
38571,1
27336,0
83870,0
49563,1
58064,0
49008,0
16756,0
8948,0
41134,0
8028,0
48652,0
68709,0
38765,0
64023,0
4618,0
110002,0
97306,0
96957,0
43622,0
25446,1
42200,0
5049,1
96894,0
75664,1
98890,0
27253,1
70862,0
74264,0
18521,1
4229,0
43712,0
7062,0
13069,0
52976,0
30288,1
64332,0
42020,0
39448,1
59873,0
102164,0
9821,1
32551,0
87396,0
51163,0
104352,0
93105,0
49168,0
31378,0
36287,1
89135,0
13399,0
17055,0
61442,0
94737,1
89899,1
52589,0
11672,0
21228,0
108057,0
71903,0
70748,1
18016,0
19907,0
107641,0
58101,1
40098,1
24514,0
79902,0
106757,0
24050,0
10166,0
19791,0
105136,0
72202,0
55879,0
24714,0
10983,0
37646,0
60121,1
57979,0
16202,0
18272,1
58897,0
30010,0
56851,0
66815,0
80123,0
65923,0
22958,0
99669,0
14806,0
57057,0
83095,1
104384,0
17957,0
85301,0
86723,0
29575,1
104101,0
48930,0
78038,0
52235,0
23060,0
18972,0
90075,1
94248,0
81735,0
25671,0
105107,0
17981,0
33186,0
63037,0
92842,0
43797,1
49277,0
27010,0
27674,0
103836,1
38254,0
37077,0
50454,0
26752,0
55923,0
31885,0
59251,0
29680,1
29039,0
47478,0
80563,1
31019,0
43015,0
22859,1
23326,1
97713,0
61322,0
20939,0
53843,1
62463,1
8172,0
5603,0
12856,0
78841,0
81554,0
70719,0
62400,1
74138,1
9455,1
40342,0
101096,0
101821,0
56254,0
46035,0
67764,0
68174,0
53762,1
15103,0
21404,0
85697,1
25897,0
49193,0
105572,0
52678,0
70571,0
44482,0
91318,0
28127,0
14179,0
108233,0
15651,1
90363,1
55683,0
4891,0
109456,1
72361,0
43885,0
77561,1
47017,1
44570,1
79457,0
16199,1
22854,0
3174,1
57245,0
90944,0
62287,0
73292,0
91644,1
91792,0
69527,0
25568,0
59606,0
71311,0
41082,1
48635,1
17693,0
23124,1
99817,0
74554,0
2063,0
55198,0
76592,0
25138,0
100618,1
108651,0
55140,0
89227,0
67181,0
102941,0
9773,0
24035,0
56728,0
69006,1
102384,1
59152,0
36037,0
29198,1
75818,0
106974,0
66575,1
102814,0
12905,0
764,0
29228,0
15358,0
108025,0
58524,1
80828,1
89153,1
92415,0
48572,0
65084,0
4965,0
89948,0
77591,0
26010,0
72642,0
73768,0
103030,0
27108,0
66027,0
5346,1
56572,0
68871,0
7049,0
100441,0
47635,0
53093,1
66665,0
79056,0
5992,0
28999,0
14872,1
4136,1
59858,0
59956,0
109378,0
40540,0
17642,0
85155,0
105776,1
58150,0
17807,0
57242,1
29249,0
77369,0
69114,0
1769,0
40417,1
19979,0
94382,0
52578,1
28609,0
9648,0
80381,0
70253,1
56182,0
45825,0
24492,0
12428,0
88678,1
68411,0
110171,0
18453,1
110243,1
107282,0
103273,1
60054,0
108992,0
41188,0
58273,0
58680,0
62762,0
5341,1
65254,1
73003,0
38364,0
105555,1
96306,0
53480,0
26841,0
16771,1
39177,0
47675,0
4108,0
59886,0
105404,0
4434,0
63658,0
35359,0
88158,0
10458,1
75961,1
506,1
528,1
3385,0
54703,0
86652,0
103130,0
88092,0
21698,1
18214,0
48986,1
37880,0
12855,0
6946,1
1080,1
46491,0
107254,1
75917,0
67560,0
66299,0
32770,0
19806,0
26780,0
23355,0
47128,1
7363,0
15637,0
99049,0
99959,0
97930,1
23568,0
46290,0
12420,0
58228,0
109800,1
65590,0
102696,0
98118,1
11557,1
32182,0
41777,0
31341,0
10418,0
70546,0
49505,0
64881,0
32275,0
8529,1
36885,1
11664,0
32595,0
92964,0
12664,0
33576,0
26065,0
56848,1
33356,0
97854,0
28677,0
98795,0
51368,1
27007,1
79167,0
26464,0
83267,1
36514,0
108194,0
84858,1
4137,0
29351,0
65831,1
93478,0
81895,0
20442,0
12384,0
43175,0
107393,0
66325,0
102126,1
631,0
49230,0
63829,0
85200,0
61842,0
34963,0
66667,0
98767,1
105299,0
78328,0
50603,0
60104,1
96906,0
91055,0
25794,0
96996,0
94684,0
62873,0
24637,0
21761,0
47313,0
11755,0
36801,0
51307,0
12896,1
101520,0
69360,0
36326,0
44034,0
28305,0
65711,0
103797,0
64674,0
42189,0
14032,1
68060,0
39002,1
30959,0
108468,0
42971,0
72590,0
16568,0
22648,0
105257,0
107116,0
17753,1
30366,1
103453,0
36830,0
109068,0
35368,0
10801,0
5943,0
17182,1
40222,0
72949,0
74758,0
9753,0
59859,0
40782,1
1814,0
57684,1
21959,0
23043,1
15087,0
46367,1
22191,0
25045,0
43381,0
97134,0
65712,0
18594,0
19435,0
19670,0
97730,0
45978,0
85445,1
3109,0
38175,0
59784,0
66599,0
67170,0
92465,0
94848,1
24836,0
19455,1
17724,0
8405,0
36712,0
33990,0
82082,0
52754,0
24933,1
44053,0
59383,0
100527,0
58880,0
105400,1
77271,0
92030,0
26624,0
30839,0
86662,1
68925,0
47323,0
23134,0
73884,0
23031,0
70234,0
25304,0
23518,0
49276,0
6701,0
30912,0
37767,0
82510,0
11536,0
67356,0
7826,0
59170,0
31208,1
82804,0
8999,0
32693,0
107791,0
74160,0
99072,0
53539,0
101832,0
7709,0
20344,0
36097,0
68340,1
40741,0
56403,0
88045,0
32333,0
36841,0
104767,0
108256,0
2348,0
78886,0
34942,0
15145,0
28136,0
35827,0
88191,0
43669,1
17074,0
80482,0
27797,0
4687,0
58070,0
62321,0
100657,1
2921,0
10114,0
49600,0
9487,0
24075,0
37545,1
50807,1
60625,0
10687,0
100795,0
105471,0
927,0
76001,0
52296,0
7032,1
89878,0
41539,0
73348,0
94107,1
105873,0
92196,0
90390,0
52263,0
88645,0
54434,0
93671,0
13545,0
32707,0
100588,0
107510,0
65857,1
5211,0
16350,1
63731,0
80838,0
50121,0
16166,0
67956,0
55424,0
82621,0
72429,0
94430,1
107705,0
87036,0
105913,1
53490,0
19800,0
67018,0
32232,0
14105,0
97009,0
15705,0
18399,0
106349,0
60945,1
70505,0
105132,0
80688,0
42888,0
88939,0
61528,0
78148,0
6643,0
100032,1
106977,0
41837,0
12122,0
30944,0
103581,0
92117,0
25079,0
50943,0
105870,0
71258,0
3238,0
104992,0
87357,1
83930,0
56875,0
76780,0
22365,0
46822,0
33111,1
6102,0
72582,0
48532,1
83842,0
45833,0
21691,1
11727,0
31209,1
100580,0
91104,1
17919,0
16450,0
12860,0
63950,0
5229,0
88806,0
57453,0
70511,0
54461,0
78690,1
10992,1
76851,0
110374,1
82684,1
9755,0
48909,1
100446,1
65602,0
90941,0
45328,0
10989,0
11291,0
74534,0
72553,0
15203,0
105508,1
75045,1
42893,0
77557,0
44690,0
60298,0
105357,0
62143,0
44884,0
26132,0
68180,0
29106,0
35452,0
32607,0
71418,0
73872,0
75497,0
23811,0
99897,0
81143,1
79654,0
33165,0
71637,1
26111,0
29109,0
56119,0
109578,0
56279,0
32428,0
44216,0
6737,0
34793,0
31354,0
16229,1
81704,1
63341,0
55823,0
81847,0
42409,1
58953,0
73626,0
100013,1
273,0
93044,0
66648,0
30204,1
16708,0
57172,1
35653,1
63599,0
37704,0
6330,1
9364,0
26927,0
9737,1
32640,0
13932,0
40119,0
17061,0
95110,0
64095,0
33602,0
71933,1
10125,0
87736,0
11840,0
110369,0
42697,0
60146,0
40644,1
55847,0
104250,1
87305,0
52662,0
109531,1
33566,0
35838,0
75462,0
59443,0
102030,1
77843,0
96370,0
39570,1
29639,1
47559,0
71227,1
12570,0
94314,0
31174,0
53218,0
72927,1
13486,0
18393,1
3259,0
103033,0
77048,0
17331,1
5428,0
17588,0
81472,1
5756,1
14478,0
1737,0
71619,0
52964,0
71021,1
15572,0
89175,0
27596,0
62179,0
14431,0
71970,0
66906,0
10807,0
83046,1
100045,0
80070,1
68753,1
19324,0
50944,0
100922,1
37308,0
55648,0
54146,0
51426,0
99909,0
33012,0
72602,0
88153,1
49963,0
87771,0
5082,0
44413,0
72918,1
76239,0
91238,0
17769,0
48090,0
48501,1
8870,1
53563,0
75554,1
94999,1
84386,0
47309,0
43765,0
104232,0
89760,0
84329,0
55195,0
96032,1
7422,0
42300,0
26958,1
15611,0
48835,0
102389,0
44847,0
77296,0
7675,0
66773,0
10790,0
107684,0
64242,0
18675,0
91815,0
93762,0
2343,0
11153,0
93821,0
23574,0
77160,0
105678,0
47580,0
1473,1
91539,0
103445,1
9830,0
99551,0
30614,1
45659,1
86433,1
82335,1
95263,0
56674,0
70158,0
19509,1
16789,0
55779,1
2670,0
82073,0
36963,0
73822,1
104293,0
58889,0
1043,0
42897,0
78280,0
33504,0
23667,0
8221,1
48887,0
1944,0
42033,1
25519,0
99630,0
47797,1
73566,1
27961,0
86857,0
19166,1
35432,0
106895,0
30725,0
15414,0
109640,0
103629,0
30378,1
91808,1
89359,0
40828,1
82787,0
86477,0
60687,0
24267,0
96495,1
92128,0
110181,0
57550,0
25663,0
105221,1
52896,1
56716,0
58773,1
35212,1
76728,0
37620,0
89129,0
101856,0
107351,0
14736,0
81574,0
48544,0
52289,0
96857,1
36079,0
76182,0
55187,0
72732,0
56193,0
31230,0
98703,0
73173,0
42145,0
66967,1
33632,0
78061,0
90421,0
49176,0
63182,0
40592,0
91352,0
106617,0
5110,0
108385,0
74349,0
24063,0
21579,0
16366,1
87632,0
81528,0
60678,1
51492,1
75808,0
60858,0
90341,0
73420,0
52005,0
101966,0
104752,0
1178,1
38102,0
57025,1
85295,1
76618,1
40538,0
59272,0
43225,0
26854,0
40545,0
14821,1
2388,0
33684,0
41148,0
59656,1
78193,0
89348,0
19633,0
19697,0
71083,0
33118,0
108986,0
26975,1
72695,0
21696,0
51803,0
3487,0
71033,0
29157,0
45823,1
67935,1
101615,0
67273,0
68138,0
77659,0
75826,0
92690,0
82317,0
15648,0
92440,0
12597,0
36253,0
3931,0
102722,0
74714,0
80751,1
69625,0
83309,0
8475,0
29038,1
68722,0
18330,0
76301,0
82498,0
42764,0
94842,0
23004,0
90102,0
91975,0
27123,1
85344,0
16321,0
93601,0
84840,0
29248,0
37072,0
76092,0
105781,0
97843,1
27490,0
57063,0
32494,0
55589,1
56405,0
26099,1
49170,1
16728,0
78205,0
78668,1
104097,0
103419,0
16351,0
90854,0
7168,0
46764,0
63075,1
48824,0
91580,0
28144,0
76717,0
26666,0
31718,1
39029,0
90410,0
11729,1
87821,0
24092,0
77217,0
109471,0
8595,0
83205,1
88243,0
23385,0
51243,0
50090,0
55955,0
30492,0
109173,0
16944,0
16177,0
101947,0
85917,0
70619,0
51983,0
56670,0
106614,0
43363,1
48567,0
8775,1
39916,0
102996,0
90183,0
62661,1
69259,0
97444,0
78412,0
76034,0
7487,0
39077,0
44157,0
12824,0
96296,0
49160,1
41731,1
43050,0
59963,0
19906,0
59595,0
96011,0
9802,0
56902,0
80098,1
7239,0
74486,0
20008,0
34947,0
82027,0
72978,1
26067,1
40722,0
100168,0
33426,0
36250,1
43254,1
32294,1
53083,1
108689,0
26084,0
74724,0
1400,0
19401,0
18778,0
95124,1
94397,0
28069,0
45210,0
59124,0
37575,0
28542,0
102603,1
15439,0
2698,0
829,0
60475,0
8848,0
86962,0
1835,1
5580,1
18096,0
70705,1
23535,0
12049,0
1506,0
47120,1
73396,1
75657,0
74290,0
41721,0
34876,0
90672,1
27994,0
30329,1
34875,0
44347,0
85051,0
81342,0
47223,1
25603,0
28167,0
53629,0
14983,0
89864,0
84605,0
33445,0
64706,0
16385,0
36620,0
63355,0
41863,0
106355,0
28055,0
49677,0
108829,0
53883,0
23407,1
103496,0
52295,0
106510,0
42732,0
31665,0
80059,1
26579,0
33651,0
11136,0
106498,0
55019,0
82786,0
69424,1
34041,0
5395,0
68792,1
78906,1
76514,0
64883,0
97300,0
67853,1
77141,0
40678,0
46734,0
13390,0
35612,1
80713,0
53680,1
25581,0
51709,0
14585,0
17082,0
90697,0
10107,0
37110,0
3663,1
45764,0
32136,1
110162,0
5096,1
69412,1
44776,0
22909,0
104499,1
30340,0
43674,0
28665,0
19352,0
75007,0
99735,0
108374,1
97115,0
19477,0
44821,0
72463,0
6780,0
81383,0
55743,0
68488,1
73747,0
23400,0
66282,1
37357,0
47682,0
88331,0
39006,1
104075,1
103498,0
13615,0
43981,0
51595,0
108405,1
91651,0
8387,0
83157,0
1977,0
103482,0
43715,0
108304,1
77440,0
88883,0
99491,1
37718,0
98806,0
36002,0
108573,0
67357,0
31140,0
109372,0
43630,0
70601,0
96871,0
68988,0
97355,0
108768,0
49531,0
13315,0
7771,0
87497,0
74585,1
44139,0
25377,0
82678,0
97324,1
43642,0
81346,1
760,1
85746,0
18558,1
50915,0
76040,0
62309,0
15244,0
28029,1
59659,0
727,0
14536,0
57915,0
86815,0
9582,1
55402,1
26310,1
108343,0
62808,0
71862,0
66878,0
49752,0
90161,0
97506,1
45554,0
11125,0
98869,1
50810,1
101087,0
108933,0
10196,0
67244,0
74965,0
2311,1
13131,0
51482,1
22247,0
37815,1
108096,0
89501,1
44220,0
73927,0
65942,1
51399,0
91873,1
10625,0
45831,0
11620,0
77309,0
70828,1
88028,0
104976,0
1647,0
4627,1
42544,0
10713,0
7827,0
86854,0
13624,0
11233,0
71579,0
24891,1
5632,0
56831,0
104163,0
70955,0
87239,1
86930,0
32965,0
32648,0
89754,1
16252,1
98516,1
47491,1
103560,0
22814,0
77363,0
40440,0
32789,0
29513,0
83382,0
45990,0
6851,0
92520,0
54346,0
82998,1
99904,0
82264,0
105415,0
42150,0
87306,0
18589,0
43167,1
41769,0
65363,1
68976,0
14786,0
91380,0
30556,0
4374,0
87951,0
60762,0
45877,0
56840,0
3106,0
27265,0
32682,0
19643,0
53428,0
94600,0
82402,0
52898,1
83217,0
42119,0
19865,0
15181,1
76615,1
39371,1
93460,0
21217,0
23828,0
98855,0
53553,0
451,1
21068,1
50014,0
26202,1
88082,0
11381,0
14675,0
99905,1
20056,0
84779,0
67229,1
79426,0
15182,0
102110,0
71629,1
102909,0
87694,0
5618,1
9743,0
30598,0
3211,0
63301,0
45945,0
67843,1
57011,0
103657,1
62735,0
52230,0
59597,0
107688,0
81171,0
24285,0
54218,0
29168,0
85753,0
106896,0
23189,0
39931,0
51331,0
62503,0
22342,0
108942,0
88830,0
101978,0
73328,0
30641,0
2331,0
1597,0
27193,1
56766,0
108380,0
70772,0
2287,1
15768,0
24433,0
53831,0
50255,0
4145,0
101951,0
46920,0
31583,0
12857,0
34915,0
9511,0
70149,0
11239,0
74619,0
26157,1
49410,0
41602,1
30559,0
84860,1
35878,0
100998,0
56249,0
52752,0
3805,0
37045,0
2533,0
100700,0
65450,0
9864,0
759,1
1104,0
58548,1
31336,0
95058,0
88834,0
59077,0
12154,1
7645,0
13397,0
5921,0
49815,0
2934,0
30960,0
78419,0
79563,0
77792,0
67502,0
21252,0
74577,0
97847,0
24563,0
102486,0
94436,0
51073,0
88647,0
24464,0
90666,0
61382,0
98736,0
24951,1
45367,0
45653,0
56276,0
25934,0
5508,0
43578,0
1304,0
15578,0
48338,0
64864,0
8975,0
18665,1
26960,1
59015,0
49081,0
48034,0
80390,0
41822,0
71795,0
36340,0
90609,0
52767,0
92558,0
32283,0
15302,0
18830,1
100832,1
38106,1
60070,0
60327,0
110012,0
1119,0
2450,1
94503,1
72913,1
56542,0
6165,0
98845,0
94575,1
74987,0
96813,0
2864,0
109774,1
82855,0
11718,1
72376,0
88091,0
104998,0
24842,0
107217,0
14948,0
47167,0
47497,0
35735,0
89224,0
8206,0
39660,0
12825,0
30100,0
65990,0
92837,0
30067,0
60409,0
79882,0
37856,0
81780,1
6929,0
33778,0
61673,0
106588,0
47737,0
85282,0
78665,1
29418,0
109845,1
49288,1
71782,1
39732,0
16184,0
40137,0
67557,0
93928,0
7401,0
103850,0
52626,0
97617,0
97436,0
54372,0
51730,0
86002,0
77435,0
60269,0
33975,1
97812,0
11746,1
66692,1
12953,0
66637,0
94207,0
98511,0
49022,1
89962,0
34465,0
28675,1
85427,1
41032,1
54182,0
49654,0
10955,0
1270,0
9504,0
73485,0
45101,0
25881,0
44310,0
34332,0
11925,1
78394,0
51440,1
11642,0
44914,1
74119,0
1901,0
60818,0
84788,0
104265,0
25334,1
80292,0
15234,0
13664,0
22469,0
78911,1
109298,0
43849,1
86958,0
7513,0
83872,0
74958,0
73327,0
76233,0
62134,0
31544,1
8359,0
49359,1
90501,0
45385,1
93035,1
74854,0
86470,0
14513,0
23119,1
61967,1
48149,0
34351,0
17214,0
75307,0
16335,0
32020,1
69650,1
14622,0
34188,0
9209,0
48045,0
91359,0
80658,1
21549,1
62278,0
38048,0
11751,0
99955,0
61081,0
50558,0
45813,1
88550,0
50364,0
28297,1
73671,0
66550,0
50664,0
109615,0
24582,0
88126,0
96244,0
108611,0
29629,0
77204,0
105323,0
80448,0
34695,0
55130,0
81033,0
97670,0
106607,0
104463,1
85983,0
84786,0
32750,0
109756,0
61774,0
62436,0
88304,1
36920,0
59781,0
62065,0
6214,0
78334,0
14875,0
101488,1
95857,0
104229,0
101131,0
67997,0
9709,0
20763,0
84957,0
33485,0
77495,0
66330,0
49646,0
93269,0
3337,0
55425,0
37626,0
71788,1
31610,0
19077,0
71675,1
57964,0
37611,0
88977,1
16908,0
13197,0
79154,0
74416,0
102296,0
71206,0
12153,0
28667,0
78773,0
54374,0
79038,0
19178,0
24998,0
24863,1
49552,0
104866,0
46241,0
96805,0
38934,0
52044,1
98397,0
29719,1
18576,0
2191,1
73353,0
27699,0
13791,0
6192,0
13734,0
75831,0
29569,1
38885,0
35294,0
92541,0
19308,0
13569,0
68905,0
98472,0
58944,0
24037,0
33429,1
25019,0
11278,0
56166,0
91066,0
31658,1
106115,0
79069,0
49501,0
102090,1
70800,0
102910,0
84978,0
48710,0
82829,0
43395,0
52967,0
65766,0
84952,0
14772,0
27790,0
95216,0
58495,0
77443,0
15494,0
42983,0
104096,0
92500,1
101200,0
17288,1
6825,0
390,0
17430,0
468,0
75078,0
102709,0
93697,1
28586,1
82341,0
73288,0
84667,0
19490,0
102963,0
65058,0
5344,0
33574,1
84530,0
15764,0
94360,0
47586,0
8998,0
92629,1
108316,0
104814,0
57895,1
25669,0
29717,0
9989,0
63733,1
7888,1
82797,1
61372,0
93023,1
43508,0
27584,1
94886,0
68747,1
96377,0
54859,1
42951,0
54196,0
75454,1
41693,0
26094,0
83917,0
43904,0
41560,0
1754,0
39800,0
39786,1
48014,0
9132,1
331,0
62934,0
9569,0
92662,0
25834,0
53799,0
105189,0
12226,0
52837,1
105289,0
2403,0
13024,0
12546,1
106824,1
108857,0
46456,0
88541,0
79685,0
88008,1
58671,0
82198,1
106711,0
49077,0
16826,0
32387,0
8802,0
109296,0
102327,0
89543,0
64337,0
48094,0
37907,1
21728,0
36447,0
61947,0
62814,0
77981,0
105523,0
49889,0
104020,1
967,1
80391,0
92433,1
70544,1
41124,0
77580,0
16670,0
108085,0
57703,0
